station_id,station_name,latitude,longitude,2010_season1,2010_season2,2010_season3,2010_season4,2011_season1,2011_season2,2011_season3,2011_season4,2012_season1,2012_season2,2012_season3,2012_season4,2013_season1,2013_season2,2013_season3,2013_season4,2014_season1,2014_season2,2014_season3,2014_season4,2015_season1,2015_season2,2015_season3,2015_season4,2016_season1,2016_season2,2016_season3,2016_season4,2017_season1,2017_season2,2017_season3,2017_season4,2018_season1,2018_season2,2018_season3,2018_season4,2019_season1,2019_season2,2019_season3,2019_season4,2020_season1,2020_season2,2020_season3,2020_season4,2021_season1,2021_season2,2021_season3,2021_season4
245154077112401,Akoda,24.865,77.19,3.04,3.55,2.3,3.0,2.29,3.35,1.1,2.6,3.19,2.95,,4.19,5.8,2.84,3.3,2.06,2.25,2.55,1.88,3.86,2.22,2.75,1.58,2.01,1.95,2.64,0.7,1.99,1.95,2.62,1.93,1.8,,3.3,1.6,3.0,,2.8,2.3,3.01,1.9,,,2.2,4.6,,1.75,2.3
241242077114801,Amlia,24.21166667,77.19666667,14.85,15.85,2.55,4.95,15.01,16.95,,5.1,10.77,16.25,,10.82,10.19,9.87,2.25,4.33,12.48,14.45,4.28,7.15,12.15,15.85,2.45,7.95,12.15,,1.1,4.72,12.2,14.08,12.74,15.1,16.95,15.1,0.8,14.6,10.9,15.6,9.14,3.6,11.9,,8.12,12.18,13.3,,2.3,12.0
242618077224201,Aron,24.43833333,77.37833333,4.68,6.4,3.4,5.2,5.09,6.9,0.59,1.18,3.51,6.25,,3.5,7.97,6.76,,0.97,3.62,6.0,0.01,6.0,5.33,6.7,,3.08,4.8,,0.01,3.8,4.89,6.18,3.21,3.7,5.29,6.5,4.42,4.5,4.9,6.9,0.45,0.26,4.2,,,2.38,4.8,,,2.3
242306077245201,Aron (D),24.385,77.41444444,13.03,19.3,,,13.61,19.55,3.77,8.16,11.31,20.32,,11.99,15.59,20.23,3.73,7.99,11.33,15.93,8.33,12.66,14.63,18.86,9.13,12.92,15.48,,4.6,9.53,13.42,19.91,14.19,14.63,18.08,40.15,17.43,18.83,19.64,39.13,6.43,5.53,10.43,,6.48,10.73,15.83,,4.53,8.33
243740077110301,Berkheri,24.62777778,77.18416667,6.35,8.75,6.05,7.4,4.29,6.35,0.05,2.19,6.0,4.94,,2.85,4.89,3.7,1.65,2.01,2.17,4.65,0.85,2.77,3.41,4.6,0.29,2.62,3.15,,0.45,3.1,2.81,4.28,1.51,2.03,3.45,4.95,2.05,2.65,3.14,4.25,0.05,3.75,2.25,,1.17,2.33,2.6,,0.85,3.45
243152077200801,Jaitadongar,24.53111111,77.33555556,7.45,9.0,3.17,5.3,6.13,8.8,0.4,4.42,6.28,7.85,,5.27,5.34,7.24,2.2,5.3,6.0,8.35,2.7,6.05,7.15,8.7,2.3,5.67,7.4,,1.47,7.72,8.53,8.92,7.13,5.49,6.76,9.3,0.2,4.8,7.09,7.5,0.52,4.2,8.6,,1.11,6.97,8.8,,0.5,4.0
241947077061201,Khatkiya,24.32972222,77.10333333,6.7,11.55,6.5,6.2,7.14,12.0,1.2,7.62,6.55,12.5,,5.2,7.95,11.87,2.05,5.77,6.85,8.1,3.37,5.66,7.1,7.88,3.32,5.59,7.36,,2.13,5.13,7.02,10.1,5.08,7.74,6.88,11.95,3.4,7.2,6.91,11.75,1.59,4.24,6.06,,3.75,5.8,7.32,,2.4,5.1
243914077260801,Pagara,24.65388889,77.43555556,14.0,,,14.0,,14.0,9.9,8.22,13.0,14.0,,11.37,14.0,14.0,0.8,6.39,11.09,14.0,10.1,11.6,14.0,13.1,7.78,10.1,13.3,,4.88,6.85,13.71,13.7,7.93,12.76,12.77,13.42,14.0,11.5,,12.6,5.3,3.3,7.98,,5.21,11.28,14.0,,3.2,3.8
240808077003601,Penchi,24.13555556,77.01,9.23,13.95,6.2,9.4,11.24,15.2,0.45,10.4,13.95,14.0,,7.56,13.65,13.53,0.8,5.76,5.1,10.2,0.98,6.71,6.95,10.3,0.8,8.97,7.45,,0.62,,10.85,12.75,2.5,6.9,,,9.48,14.4,,13.7,6.3,13.3,2.9,,3.58,6.6,13.44,,2.3,12.5
241834077093201,Pipaliya,24.30944444,77.15888889,15.0,,3.3,4.1,15.0,15.0,,5.66,9.57,15.0,,5.73,7.78,15.0,1.7,6.48,13.2,11.8,3.51,7.24,10.2,11.8,4.4,9.6,10.85,,1.6,5.32,8.62,13.83,12.23,11.8,11.82,11.9,9.4,11.0,12.39,11.0,2.19,4.46,7.36,,3.2,7.22,11.8,,3.1,6.4
241827077265401,Rampur-I,24.3075,77.44833333,12.91,,6.03,5.53,7.32,12.91,0.23,2.7,3.45,12.91,,6.14,11.17,10.57,1.26,3.5,9.73,9.63,3.03,7.33,4.42,12.43,2.03,7.65,11.83,,2.13,6.05,10.59,11.85,7.55,10.26,10.81,12.03,1.43,10.63,11.17,11.63,2.93,2.82,8.09,,,6.23,7.45,,1.98,4.33
244614077100301,Rampur-II,24.77055556,77.1675,10.16,,3.6,8.7,7.29,11.9,2.3,3.67,3.95,11.9,,6.26,4.19,11.7,2.2,4.1,4.6,6.65,3.57,3.89,4.15,11.7,3.55,3.8,4.05,,2.77,4.3,4.4,5.25,4.55,4.03,11.35,11.4,,4.2,6.52,11.4,1.6,5.07,5.25,,3.9,7.9,6.6,,3.6,3.5
241929077061201,Khatkiya(D),24.32472222,77.10333333,,42.05,,,27.97,37.0,8.3,12.0,,31.4,,13.54,22.8,25.88,11.1,16.94,23.1,24.47,16.4,16.83,22.82,24.7,15.7,14.79,23.94,,24.1,,79.1,,27.28,34.04,,,,,,119.1,25.9,29.15,119.1,,119.1,49.1,,,8.0,
240345077151701,Maksudangarh(D),24.0625,77.25472222,,26.25,,,20.22,34.45,,18.52,20.7,34.55,,15.03,,,,20.18,21.0,26.17,17.4,21.74,21.3,31.7,20.1,19.95,27.7,,51.9,52.4,57.4,,47.64,19.84,23.3,57.6,19.6,21.4,,87.8,,87.8,87.8,,87.8,87.8,,,71.8,87.8
242306077245202,Aron(S),24.385,77.41444444,,,,,,,,,,,,12.32,16.2,21.37,3.5,8.48,11.1,17.2,8.9,12.22,15.86,20.2,9.58,13.8,16.7,24.72,4.78,9.94,14.2,20.87,15.79,15.46,18.01,25.4,13.4,14.9,17.1,29.0,6.0,5.95,10.7,,6.5,10.58,17.0,,4.7,8.7
241929077061202,Khatkiya(S),24.32472222,77.10333333,,,,,,,,,,,,13.09,,,10.62,13.84,15.62,16.02,13.42,14.06,15.47,16.05,13.58,19.65,16.32,,13.57,,15.77,17.06,13.68,15.25,16.02,16.67,11.62,16.27,19.22,17.72,11.72,28.01,17.42,,12.06,15.72,15.92,,5.62,15.62
241116077015601,Binaganj,24.18777778,77.03222222,,,,,,,,,,,,,9.1,8.65,0.5,5.26,3.97,8.6,1.7,6.32,4.0,6.5,1.9,4.4,6.6,8.84,1.33,3.09,6.95,8.72,2.05,3.2,5.4,10.3,1.84,4.5,6.07,10.8,0.6,1.99,3.4,,0.82,2.8,5.51,,1.4,2.8
242142077071601,Janjali,24.36166667,77.12111111,,,,,,,,,,,,,12.2,17.4,3.1,10.52,6.95,12.9,6.23,10.38,6.8,12.9,4.05,12.4,11.3,12.7,3.18,9.63,7.96,12.95,6.32,12.9,12.7,13.0,5.5,12.6,13.1,12.6,1.93,5.02,7.8,,3.18,10.0,10.97,,2.7,8.9
242510077164101,Khairai,24.41944444,77.27805556,,,,,,,,,,,,,8.6,9.22,0.7,3.28,4.22,7.8,0.9,5.42,5.6,7.52,0.6,4.95,9.1,9.37,0.49,4.9,8.34,10.0,2.28,8.22,11.7,10.0,0.3,6.4,10.44,11.3,0.58,2.47,10.83,,0.01,4.32,9.7,,,4.6
243901077215001,Singwasa,24.65027778,77.36388889,,,,,,,,,,,,,3.75,3.94,0.6,1.76,2.04,4.3,0.81,2.6,3.16,5.37,0.72,1.98,2.95,4.89,0.49,1.98,2.74,4.75,1.07,1.95,2.34,6.42,0.2,2.8,4.11,6.0,0.28,0.95,1.5,,0.6,1.28,1.73,,1.2,0.5
245110077082001,Bamori New,24.85277778,77.13888889,,,,,,,,,,,,,,,4.68,8.49,9.6,9.22,6.66,8.27,9.65,4.0,2.0,3.53,4.1,4.77,0.55,3.1,4.12,5.29,2.34,2.87,3.91,3.95,0.6,2.2,2.79,3.8,1.97,2.02,3.2,,0.63,2.05,2.74,,0.6,2.3
244127077072601,Suhaya New,24.69083333,77.12388889,,,,,,,,,,,,,,,,,4.3,5.4,2.56,4.5,4.9,7.2,2.4,4.6,5.35,7.0,1.52,3.58,4.95,6.92,5.72,5.55,7.2,7.3,3.84,4.5,4.93,7.1,1.1,2.88,4.5,,3.92,4.5,6.7,,1.8,3.9
243644077153101,Mahugarha,24.61222222,77.25861111,,,,,,,,,,,,,,,,,,8.1,0.73,4.9,5.15,8.05,1.1,4.85,5.25,7.05,0.19,3.38,6.0,7.45,1.23,3.35,5.65,6.95,0.5,3.75,0.85,6.45,0.09,3.15,3.75,,1.93,3.05,9.15,,2.4,1.95
235439077155001,Gunjari,23.91083333,77.26388889,,,,,,,,,,,,,,,,,,,,,4.42,6.9,3.25,5.59,6.45,9.64,1.23,5.14,6.2,7.72,4.47,5.3,6.35,8.95,3.47,5.7,6.23,8.2,0.78,4.1,5.6,,0.64,5.78,5.9,,1.55,4.9
240340077152702,Maksudangarh,24.06111111,77.2575,,,,,,,,,,,,,,,,,,,,,,,4.55,6.97,8.85,10.33,4.18,6.36,8.2,9.38,8.27,9.25,9.88,,7.6,9.2,9.78,11.5,5.9,5.82,6.6,,7.29,8.7,9.6,,5.6,8.2
242431076595901,Badaud New,24.40861111,76.99972222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.83,7.43,15.9,14.0,10.95,4.0,11.0,14.92,11.0,1.77,3.18,15.05,,4.2,4.14,15.38,,2.9,
